Ensembl Gene ID	Gene Symbol	p-value value	Geneset friends	Total friends	BioType	GO Annotation	Chromosome	Chromosome Start	Chromosome End
ENSG00000126368	NR1D1	1.00e+00	0	1752	protein_coding	nuclear receptor subfamily 1, group D, member 1	17	38249040	38256978
ENSG00000008196	TFAP2B	1.00e+00	0	1235	protein_coding	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	6	50786436	50815326
ENSG00000064393	HIPK2	1.00e+00	0	1709	protein_coding	homeodomain interacting protein kinase 2	7	139246316	139477577
ENSG00000159123	DMRTC1	1.00e+00	0	9233		DMRT-like family C1	X	72091859	72163653
ENSG00000137193	PIM1	1.00e+00	0	1472	protein_coding	pim-1 oncogene	6	37137979	37143202
ENSG00000164379	FOXQ1	1.00e+00	0	1692	protein_coding	forkhead box Q1	6	1312675	1314992
ENSG00000127616	SMARCA4	1.00e+00	0	2925	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	19	11071598	11176071
ENSG00000075426	FOSL2	1.00e+00	0	2538	protein_coding	FOS-like antigen 2	2	28615315	28640179
ENSG00000012504	NR1H4	1.00e+00	0	2060	protein_coding	nuclear receptor subfamily 1, group H, member 4	12	100867486	100958191
ENSG00000175592	FOSL1	1.00e+00	0	1635	protein_coding	FOS-like antigen 1	11	65659520	65668044
ENSG00000136327	NKX2-8	1.00e+00	0	1211	protein_coding	NK2 homeobox 8	14	37049784	37051812
ENSG00000142867	BCL10	1.00e+00	0	1508	protein_coding	B-cell CLL/lymphoma 10	1	85731931	85742773
ENSG00000138685	FGF2	1.00e+00	0	2009	protein_coding	fibroblast growth factor 2 (basic)	4	123747863	123819391
ENSG00000136826	KLF4	1.00e+00	0	1909	protein_coding	Kruppel-like factor 4 (gut)	9	110247133	110252763
ENSG00000105722	ERF	1.00e+00	0	2851	protein_coding	Ets2 repressor factor	19	42751724	42759309
ENSG00000085741	WNT11	1.00e+00	0	1855	protein_coding	wingless-type MMTV integration site family, member 11	11	75897369	75921780
ENSG00000157557	ETS2	1.00e+00	0	2436	protein_coding	v-ets avian erythroblastosis virus E26 oncogene homolog 2	21	40177231	40196879
ENSG00000169297	NR0B1	1.00e+00	0	1438	protein_coding	nuclear receptor subfamily 0, group B, member 1	X	30322323	30327715
ENSG00000077522	ACTN2	1.00e+00	0	1789	protein_coding	actinin, alpha 2	1	236849754	236927931
ENSG00000164107	HAND2	1.00e+00	0	1362	protein_coding	heart and neural crest derivatives expressed 2	4	174446120	174451380
ENSG00000147488	ST18	1.00e+00	0	1496	protein_coding	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)	8	53023399	53373519
ENSG00000085644	ZNF213	1.00e+00	0	2446	protein_coding	zinc finger protein 213	16	3179778	3192806
ENSG00000100207	TCF20	1.00e+00	0	2781	protein_coding	transcription factor 20 (AR1)	22	42556019	42739622
ENSG00000178163	ZNF518B	1.00e+00	0	1905	protein_coding	zinc finger protein 518B	4	10441498	10459034
ENSG00000130338	TULP4	1.00e+00	0	2249	protein_coding	tubby like protein 4	6	158733692	158932860
ENSG00000174429	ABRA	1.00e+00	0	1526	protein_coding	actin-binding Rho activating protein	8	107771711	107782473
ENSG00000132382	MYBBP1A	1.00e+00	0	2690	protein_coding	MYB binding protein (P160) 1a	17	4442192	4458926
ENSG00000080503	SMARCA2	1.00e+00	0	2261	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	9	2015342	2193624
ENSG00000120094	HOXB1	1.00e+00	0	484	protein_coding	homeobox B1	17	46605888	46608359
ENSG00000124813	RUNX2	1.00e+00	0	1499	protein_coding	runt-related transcription factor 2	6	45295894	45632086
ENSG00000183072	NKX2-5	1.00e+00	0	1423	protein_coding	NK2 homeobox 5	5	172659112	172662360
ENSG00000187961	KLHL17	1.00e+00	0	2176	protein_coding	kelch-like family member 17	1	895967	901095
ENSG00000177374	HIC1	1.00e+00	0	1218	protein_coding	hypermethylated in cancer 1	17	1957448	1962981
ENSG00000173976	RAX2	1.00e+00	0	1194	protein_coding	retina and anterior neural fold homeobox 2	19	3769087	3772233
ENSG00000144852	NR1I2	1.00e+00	0	937	protein_coding	nuclear receptor subfamily 1, group I, member 2	3	119499331	119537332
ENSG00000177468	OLIG3	1.00e+00	0	589	protein_coding	oligodendrocyte transcription factor 3	6	137813336	137815531
ENSG00000173039	RELA	1.00e+00	0	3201	protein_coding	v-rel avian reticuloendotheliosis viral oncogene homolog A	11	65421067	65430565
ENSG00000197921	HES5	1.00e+00	0	1349	protein_coding	hes family bHLH transcription factor 5	1	2460184	2461684
ENSG00000159184	HOXB13	1.00e+00	0	1551	protein_coding	homeobox B13	17	46802125	46806540
ENSG00000106624	AEBP1	1.00e+00	0	1970	protein_coding	AE binding protein 1	7	44143960	44154161
ENSG00000114251	WNT5A	1.00e+00	0	1668	protein_coding	wingless-type MMTV integration site family, member 5A	3	55499743	55523973
ENSG00000170485	NPAS2	1.00e+00	0	2297	protein_coding	neuronal PAS domain protein 2	2	101436614	101613291
ENSG00000215612	HMX1	1.00e+00	0	1758	protein_coding	H6 family homeobox 1	4	8847802	8873543
ENSG00000109320	NFKB1	1.00e+00	0	2443	protein_coding	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4	103422486	103538459
ENSG00000132170	PPARG	1.00e+00	0	1839	protein_coding	peroxisome proliferator-activated receptor gamma	3	12328867	12475855
ENSG00000140853	NLRC5	1.00e+00	0	3495	protein_coding	NLR family, CARD domain containing 5	16	57023397	57117443
ENSG00000101216	GMEB2	1.00e+00	0	3047	protein_coding	glucocorticoid modulatory element binding protein 2	20	62218955	62258394
ENSG00000131408	NR1H2	1.00e+00	0	2841	protein_coding	nuclear receptor subfamily 1, group H, member 2	19	50832910	50886239
ENSG00000106410	NOBOX	1.00e+00	0	1098	protein_coding	NOBOX oogenesis homeobox	7	144094333	144107320
ENSG00000215474	SKOR2	1.00e+00	0	785	protein_coding	SKI family transcriptional corepressor 2	18	44746293	44775554
ENSG00000179588	ZFPM1	1.00e+00	0	2202	protein_coding	zinc finger protein, FOG family member 1	16	88519725	88603424
ENSG00000186790	FOXE3	1.00e+00	0	781	protein_coding	forkhead box E3	1	47881744	47883723
ENSG00000137486	ARRB1	1.00e+00	0	1146	protein_coding	arrestin, beta 1	11	74975226	75062873
ENSG00000089775	ZBTB25	1.00e+00	0	2716	protein_coding	zinc finger and BTB domain containing 25	14	64915824	64971931
ENSG00000068024	HDAC4	1.00e+00	0	604	protein_coding	histone deacetylase 4	2	239969864	240323348
ENSG00000053747	LAMA3	1.00e+00	0	1235	protein_coding	laminin, alpha 3	18	21269407	21535030
ENSG00000176909	MAMSTR	1.00e+00	0	1510	protein_coding	MEF2 activating motif and SAP domain containing transcriptional regulator	19	49215999	49222978
ENSG00000138378	STAT4	1.00e+00	0	2538	protein_coding	signal transducer and activator of transcription 4	2	191894302	192016322
ENSG00000107882	SUFU	1.00e+00	0	2327	protein_coding	suppressor of fused homolog (Drosophila)	10	104263744	104393292
ENSG00000173801	JUP	1.00e+00	0	1649	protein_coding	junction plakoglobin	17	39775692	39943183
ENSG00000143578	CREB3L4	1.00e+00	0	1986	protein_coding	cAMP responsive element binding protein 3-like 4	1	153940010	153946839
ENSG00000227059	ANHX	1.00e+00	0	400	protein_coding	anomalous homeobox	12	133794898	133812681
ENSG00000115297	TLX2	1.00e+00	0	940	protein_coding	T-cell leukemia homeobox 2	2	74740590	74744274
ENSG00000182463	TSHZ2	1.00e+00	0	1604	protein_coding	teashirt zinc finger homeobox 2	20	51588946	52111869
ENSG00000118260	CREB1	1.00e+00	0	1145	protein_coding	cAMP responsive element binding protein 1	2	208394461	208468155
ENSG00000125492	BARHL1	1.00e+00	0	787	protein_coding	BarH-like homeobox 1	9	135457572	135465653
ENSG00000122691	TWIST1	1.00e+00	0	1933	protein_coding	twist family bHLH transcription factor 1	7	19060614	19157295
ENSG00000147421	HMBOX1	1.00e+00	0	2377	protein_coding	homeobox containing 1	8	28747911	28922281
ENSG00000083838	ZNF446	1.00e+00	0	3878	protein_coding	zinc finger protein 446	19	58985384	58992597
ENSG00000142611	PRDM16	1.00e+00	0	1345	protein_coding	PR domain containing 16	1	2985732	3355185
ENSG00000171222	SCAND1	1.00e+00	0	2822	protein_coding	SCAN domain containing 1	20	34541539	34547394
ENSG00000205250	E2F4	1.00e+00	0	2086	protein_coding	E2F transcription factor 4, p107/p130-binding	16	67226072	67232821
ENSG00000126456	IRF3	1.00e+00	0	3514	protein_coding	interferon regulatory factor 3	19	50162826	50169132
ENSG00000119760	SUPT7L	1.00e+00	0	1461	protein_coding	suppressor of Ty 7 (S. cerevisiae)-like	2	27873679	27886676
ENSG00000243678	NME2	1.00e+00	0	2612	protein_coding	NME1-NME2 readthrough	17	49230920	49249108
ENSG00000213676	ATF6B	1.00e+00	0	3570	protein_coding	activating transcription factor 6 beta	6	32065953	32096030
ENSG00000170549	IRX1	1.00e+00	0	1224	protein_coding	iroquois homeobox 1	5	3596168	3601517
ENSG00000154227	CERS3	1.00e+00	0	1171	protein_coding	ceramide synthase 3	15	100940600	101085200
ENSG00000125846	ZNF133	1.00e+00	0	2228	protein_coding	zinc finger protein 133	20	18269121	18297640
ENSG00000116819	TFAP2E	1.00e+00	0	2161	protein_coding	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)	1	36038971	36060929
ENSG00000073861	TBX21	1.00e+00	0	1819	protein_coding	T-box 21	17	45810610	45823485
ENSG00000011590	ZBTB32	1.00e+00	0	2123	protein_coding	zinc finger and BTB domain containing 32	19	36195429	36207940
ENSG00000124151	NCOA3	1.00e+00	0	1350	protein_coding	nuclear receptor coactivator 3	20	46130601	46285621
ENSG00000185507	IRF7	1.00e+00	0	2332	protein_coding	interferon regulatory factor 7	11	612553	615999
ENSG00000139083	ETV6	1.00e+00	0	2031	protein_coding	ets variant 6	12	11802788	12048336
ENSG00000165804	ZNF219	1.00e+00	0	3364	protein_coding	zinc finger protein 219	14	21558205	21572881
ENSG00000141579	ZNF750	1.00e+00	0	1298	protein_coding	zinc finger protein 750	17	80787311	80798454
ENSG00000177045	SIX5	1.00e+00	0	3466	protein_coding	SIX homeobox 5	19	46268043	46272484
ENSG00000220201	ZGLP1	1.00e+00	0	1585	protein_coding	zinc finger, GATA-like protein 1	19	10415479	10420556
ENSG00000163481	RNF25	1.00e+00	0	2959	protein_coding	ring finger protein 25	2	219528587	219537134
ENSG00000138744	NAAA	1.00e+00	0	2493	protein_coding	N-acylethanolamine acid amidase	4	76831809	76862204
ENSG00000184492	FOXD4L1	1.00e+00	0	1871	protein_coding	forkhead box D4-like 1	2	114256661	114258728
ENSG00000187626	ZKSCAN4	1.00e+00	0	1840	protein_coding	zinc finger with KRAB and SCAN domains 4	6	28212401	28227011
ENSG00000034677	RNF19A	1.00e+00	0	2333	protein_coding	ring finger protein 19A, RBR E3 ubiquitin protein ligase	8	101269288	101348446
ENSG00000119508	NR4A3	1.00e+00	0	1449	protein_coding	nuclear receptor subfamily 4, group A, member 3	9	102584137	102629173
ENSG00000111049	MYF5	1.00e+00	0	998	protein_coding	myogenic factor 5	12	81110691	81113452
ENSG00000123576	ESX1	1.00e+00	0	608	protein_coding	ESX homeobox 1	X	103494719	103499614
ENSG00000122859	NEUROG3	1.00e+00	0	584	protein_coding	neurogenin 3	10	71331454	71332994
ENSG00000043355	ZIC2	1.00e+00	0	1956	protein_coding	Zic family member 2	13	100634026	100639018
ENSG00000155974	GRIP1	1.00e+00	0	1439	protein_coding	glutamate receptor interacting protein 1	12	66741211	67197966
